name,state,lat,lon
Head of Westport,MA,41.62094,-71.06199
Highland,MA,42.28538,-71.15672
Hingham,MA,42.24177,-70.88977
Hinsdale,MA,42.4387,-73.12538
Holbrook,MA,42.1551,-71.00866
Holden,MA,42.35176,-71.86341
Holland,MA,42.06398,-72.1573
Holliston,MA,42.2001,-71.4245
Holyoke,MA,42.20426,-72.6162
Hopedale,MA,42.13065,-71.54117
Hopkinton,MA,42.22871,-71.52256
Housatonic,MA,42.25425,-73.36622
Hubbardston,MA,42.4737,-72.00619
Hudson,MA,42.39176,-71.56618
Hull,MA,42.30204,-70.90782
Hyannis,MA,41.65289,-70.2828
Hyde Park,MA,42.25565,-71.1245
Ipswich,MA,42.67926,-70.84116
Jamaica Plain,MA,42.30982,-71.12033
Jeffries Point,MA,42.36538,-71.03283
Kingston,MA,41.99455,-70.72448
Lancaster,MA,42.45565,-71.67312
Lanesborough,MA,42.51731,-73.22816
Lawrence,MA,42.70704,-71.16311
Lee,MA,42.30425,-73.24816
Leicester,MA,42.24593,-71.90868
Lenox,MA,42.35648,-73.28483
Leominster,MA,42.52509,-71.75979
Leverett,MA,42.45203,-72.50148
Lexington,MA,42.44732,-71.2245
Lincoln,MA,42.42593,-71.30395
Littleton Common,MA,42.54593,-71.47451
Longmeadow,MA,42.0501,-72.58287
Lowell,MA,42.63342,-71.31617
Ludlow,MA,42.16009,-72.47592
Lunenburg,MA,42.59453,-71.72452
Lynn,MA,42.46676,-70.94949
Lynnfield,MA,42.53898,-71.04811
Malden,MA,42.4251,-71.06616
Manchester-by-the-Sea,MA,42.57787,-70.76894
Mansfield,MA,42.03343,-71.21894
Marblehead,MA,42.5001,-70.85783
Marion,MA,41.7001,-70.76281
Marlborough,MA,42.34593,-71.55229
Marshfield,MA,42.09177,-70.70559
Marshfield Hills,MA,42.14594,-70.73976
Marstons Mills,MA,41.65622,-70.41614
Mashpee,MA,41.64844,-70.48114
Mattapan,MA,42.27232,-71.087
Mattapoisett,MA,41.65844,-70.81615
Maynard,MA,42.43343,-71.44951
Medfield,MA,42.1876,-71.30645
Medford,MA,42.41843,-71.10616
Medway,MA,42.14176,-71.39673
Melrose,MA,42.45843,-71.06616
Mendon,MA,42.10565,-71.55229
Merrimac,MA,42.83065,-71.00228
Methuen,MA,42.7262,-71.19089
Middleborough,MA,41.89316,-70.91115
Middleton,MA,42.59509,-71.01616
Milford,MA,42.13982,-71.51617
Millbury,MA,42.19398,-71.76007
Millers Falls,MA,42.58203,-72.49259
Millis,MA,42.1676,-71.35784
Millville,MA,42.02788,-71.5809
Milton,MA,42.24954,-71.06616
Milton Center,MA,42.25427,-71.08005
Milton Upper Mills,MA,42.26121,-71.09533
Milton Village,MA,42.26677,-71.07172
Monson,MA,42.10426,-72.31897
Monument Beach,MA,41.71955,-70.61198
Montague,MA,42.53564,-72.53509
Nahant,MA,42.42649,-70.91894
Nantucket,MA,41.28346,-70.09946
Natick,MA,42.28343,-71.3495
Needham,MA,42.28343,-71.23283
New Bedford,MA,41.63526,-70.92701
New Marlborough,MA,42.12287,-73.22872
Newburyport,MA,42.81259,-70.87728
Newton,MA,42.33704,-71.20922
Newton Center,MA,42.33065,-71.1995
Newton Corner,MA,42.36121,-71.19533
Newton Highlands,MA,42.32093,-71.1995
Newton Lower Falls,MA,42.32926,-71.25367
Newton Upper Falls,MA,42.31399,-71.2195
Newtonville,MA,42.3501,-71.20367
Nonantum,MA,42.3626,-71.20228
Norfolk,MA,42.11954,-71.32506
North Adams,MA,42.70092,-73.10871
North Amherst,MA,42.41037,-72.53092
North Brighton,MA,42.35843,-71.13839
North Brookfield,MA,42.26676,-72.08285
North Chicopee,MA,42.18343,-72.59953
North Eastham,MA,41.86511,-69.99113
North End,MA,42.3651,-71.0545
North Falmouth,MA,41.64594,-70.61836
North Lakeville,MA,41.8576,-70.94226
North Pembroke,MA,42.09316,-70.79254
North Plymouth,MA,41.97094,-70.68281
North Reading,MA,42.57509,-71.07867
North Scituate,MA,42.21899,-70.7856
North Seekonk,MA,41.88927,-71.33005
North Westport,MA,41.66038,-71.08838
Northampton,MA,42.32509,-72.6412
Northborough,MA,42.31954,-71.64118
Northbridge,MA,42.15148,-71.64951
Northfield,MA,42.69592,-72.45287
Norton,MA,41.96677,-71.18699
Norwell,MA,42.16177,-70.79393
Norwood,MA,42.19454,-71.1995
Oak Bluffs,MA,41.45428,-70.56197
Oak Hill Park,MA,42.29454,-71.18561
Oakham,MA,42.35287,-72.04535
Ocean Grove,MA,41.72927,-71.20921
Onset,MA,41.74177,-70.65781
Orange,MA,42.59036,-72.30981
Orient Heights,MA,42.3876,-71.00366
Orleans,MA,41.78983,-69.98974
Osterville,MA,41.62844,-70.38697
Otis,MA,42.19315,-73.09177
Oxford,MA,42.11676,-71.86479
Palmer,MA,42.15843,-72.32869
Paxton,MA,42.3112,-71.92813
Peabody,MA,42.52787,-70.92866
Pelham,MA,42.39315,-72.4037
Pepperell,MA,42.66592,-71.5884
Phillipston,MA,42.5487,-72.13286
Pinehurst,MA,42.52926,-71.22811
Pittsfield,MA,42.45008,-73.24538
Plainville,MA,42.00427,-71.33283
Plymouth,MA,41.95844,-70.66726
Plympton,MA,41.95288,-70.81448
Pocasset,MA,41.68622,-70.61614
Princeton,MA,42.4487,-71.8773
Provincetown,MA,42.05295,-70.1864
Quincy,MA,42.25288,-71.00227
Randolph,MA,42.1626,-71.04116
Raynham,MA,41.94871,-71.0731
Raynham Center,MA,41.92371,-71.05227
Reading,MA,42.52565,-71.09533
Readville,MA,42.24038,-71.137
Rehoboth,MA,41.84038,-71.24949
Reservoir,MA,42.33482,-71.14839
Richmond,MA,42.37314,-73.36761
Rochester,MA,41.73177,-70.82004
Rockland,MA,42.13066,-70.91616
Rockport,MA,42.65565,-70.62032
Roslindale,MA,42.29121,-71.1245
Rowley,MA,42.71676,-70.87866
Roxbury Crossing,MA,42.33065,-71.09116
Royalston,MA,42.67759,-72.18786
Rutland,MA,42.36954,-71.94813
Sagamore,MA,41.77011,-70.52836
Salem,MA,42.51977,-70.89552
Salisbury,MA,42.84176,-70.86061
Sandwich,MA,41.759,-70.49392
Saugus,MA,42.46482,-71.01005
Savin Hill,MA,42.3126,-71.05783
Scituate,MA,42.19593,-70.72587
Seekonk,MA,41.80843,-71.337
Sharon,MA,42.12371,-71.17866
Shelburne,MA,42.58981,-72.68842
Shelburne Falls,MA,42.60425,-72.73926
Sherborn,MA,42.23899,-71.36978
Shirley,MA,42.5437,-71.64951
Shrewsbury,MA,42.29593,-71.71285
Shutesbury,MA,42.45648,-72.40981
Smith Mills,MA,41.63899,-70.99115
Somerset,MA,41.76955,-71.12866
Somerville,MA,42.3876,-71.0995
South Amherst,MA,42.34037,-72.50509
South Ashburnham,MA,42.61037,-71.93897
South Boston,MA,42.33343,-71.04949
South Deerfield,MA,42.47731,-72.60787
South Dennis,MA,41.68956,-70.15641
South Hadley,MA,42.25842,-72.57453
South Lancaster,MA,42.44454,-71.68701
South Peabody,MA,42.50982,-70.94949
South Yarmouth,MA,41.66678,-70.18474
Southampton,MA,42.22926,-72.73009
Southborough,MA,42.30565,-71.52451
Southbridge,MA,42.0751,-72.03341
Southwick,MA,42.05482,-72.77037
Spencer,MA,42.24398,-71.9923
Spring Hill,MA,42.38591,-71.10927
Springfield,MA,42.10148,-72.58981
Sterling,MA,42.43759,-71.76063
Stockbridge,MA,42.28759,-73.32039
Stoneham,MA,42.4801,-71.0995
Stoughton,MA,42.1251,-71.10227
Stow,MA,42.43704,-71.50562
Sturbridge,MA,42.10843,-72.07869
Sudbury,MA,42.38343,-71.41617
Suffolk Downs Station,MA,42.38982,-70.99783
Sunderland,MA,42.24454,-71.77174
Sutton,MA,42.1501,-71.76285
Swampscott,MA,42.47093,-70.91755
Swansea,MA,41.74816,-71.18977
Taunton,MA,41.9001,-71.08977
Teaticket,MA,41.56455,-70.59586
Templeton,MA,42.55564,-72.06758
Ten Hills,MA,42.39676,-71.087
Tewksbury,MA,42.61065,-71.23422
Thompsonville,MA,42.31538,-71.18422
Topsfield,MA,42.63759,-70.9495
Townsend,MA,42.66676,-71.70507
Truro,MA,41.99344,-70.04975
Turners Falls,MA,42.60425,-72.55648
Tyngsboro,MA,42.67676,-71.42451
Uphams Corner,MA,42.31676,-71.06061
Upton,MA,42.17454,-71.60229
Uxbridge,MA,42.07732,-71.62951
Vineyard Haven,MA,41.45398,-70.6012
Wakefield,MA,42.50648,-71.07283
Wales,MA,42.06954,-72.2223
Walpole,MA,42.14177,-71.2495
Waltham,MA,42.37649,-71.23561
Ware,MA,42.25981,-72.2398
Wareham Center,MA,41.76677,-70.72615
Warren,MA,42.21259,-72.19119
Watertown,MA,42.37093,-71.18283
Wayland,MA,42.3626,-71.36145
Webster,MA,42.0501,-71.88007
Wellesley,MA,42.29649,-71.29256
Wellfleet,MA,41.93761,-70.0328
Wendell,MA,42.54814,-72.39675
Wenham,MA,42.60426,-70.89116
West Boylston,MA,42.36676,-71.78563
West Bridgewater,MA,42.01899,-71.00782
West Chatham,MA,41.68122,-69.99113
West Concord,MA,42.45843,-71.39534
West Brookfield,MA,42.23537,-72.14119
West Dennis,MA,41.66456,-70.1728
West Falmouth,MA,41.60427,-70.63447
West Newbury,MA,42.80148,-70.98978
West Newton,MA,42.3501,-71.23283
West Somerville/Davis Square,MA,42.39593,-71.12255
West Springfield,MA,42.10704,-72.62037
West Stockbridge,MA,42.34592,-73.36622
West Tisbury,MA,41.38122,-70.67447
West Roxbury,MA,42.27926,-71.1495
West Wareham,MA,41.78983,-70.76031
West Yarmouth,MA,41.65011,-70.24113
Westborough,MA,42.26954,-71.61618
Westfield,MA,42.12509,-72.74954
Westford,MA,42.57926,-71.43784
Westhampton,MA,42.30287,-72.77454
Westminster,MA,42.54592,-71.91063
Weston,MA,42.36676,-71.30311
Westwood,MA,42.21399,-71.2245
Weweantic,MA,41.73538,-70.73198
Weymouth,MA,42.22093,-70.93977
Whately,MA,42.43981,-72.63481
White Island Shores,MA,41.8001,-70.63475
Whitinsville,MA,42.11121,-71.66618
Whitman,MA,42.08066,-70.9356
Wilbraham,MA,42.12371,-72.43147
Williamsburg,MA,42.39314,-72.73009
Williamstown,MA,42.71202,-73.20372
Wilmington,MA,42.54648,-71.17367
Winchendon,MA,42.6862,-72.04397
Winchester,MA,42.45232,-71.137
Winter Hill,MA,42.39593,-71.09894
Winthrop,MA,42.3751,-70.98283
Woburn,MA,42.47926,-71.15228
Worcester,MA,42.26259,-71.80229
Wrentham,MA,42.06677,-71.32811
Yarmouth,MA,41.70567,-70.22863
Yarmouth Port,MA,41.70205,-70.24947
Acton,ME,43.53425,-70.90978
Addison,ME,44.61841,-67.74416
Albion,ME,44.53229,-69.44254
Appleton,ME,44.28924,-69.25088
Arundel,ME,43.38259,-70.47783
Auburn,ME,44.09785,-70.23117
Augusta,ME,44.31062,-69.77949
Bangor,ME,44.79884,-68.77265
Bar Harbor,ME,44.38758,-68.2039
Bath,ME,43.91064,-69.8206
Belfast,ME,44.42591,-69.00642
Belgrade,ME,44.44729,-69.83255
Benton,ME,44.58618,-69.55088
Bethel,ME,44.40423,-70.79062
Biddeford,ME,43.49258,-70.45338
Boothbay,ME,43.87647,-69.63366
Boothbay Harbor,ME,43.8523,-69.6281
Bradford,ME,45.06673,-68.93781
Bradley,ME,44.9209,-68.62809
Brewer,ME,44.79674,-68.76142
Bridgton,ME,44.05479,-70.71284
Bristol,ME,43.95758,-69.50921
Brooks,ME,44.55035,-69.12087
Brownfield,ME,43.93813,-70.90868
Brownville,ME,45.307,-69.03337
Brunswick,ME,43.91452,-69.96533
Buckfield,ME,44.28951,-70.36534
Bucksport,ME,44.57369,-68.79559
Burnham,ME,44.69284,-69.42755
Buxton,ME,43.63786,-70.51894
Calais,ME,45.18376,-67.27662
Camden,ME,44.2098,-69.06476
Canaan,ME,44.76173,-69.56144
Canton,ME,44.4408,-70.31649
Cape Neddick,ME,43.1937,-70.62089
Caribou,ME,46.8606,-68.01197
Castine,ME,44.38785,-68.79975
Charleston,ME,45.08506,-69.04059
Chelsea,ME,44.25035,-69.71727
Cherryfield,ME,44.6073,-67.92584
Chesterville,ME,44.55117,-70.08617
China,ME,44.47868,-69.51726
Chisholm,ME,44.48145,-70.1995
Clinton,ME,44.63784,-69.5031
Corinna,ME,44.92117,-69.26171
Cornish,ME,43.8048,-70.80117
Cornville,ME,44.83673,-69.67311
Cumberland Center,ME,43.79647,-70.25894
Cushing,ME,44.01925,-69.23977
Damariscotta,ME,44.03286,-69.51866
Dedham,ME,44.69174,-68.66198
Deer Isle,ME,44.22397,-68.67753
Denmark,ME,43.97035,-70.8034
Dexter,ME,45.02395,-69.28977
Dixfield,ME,44.53395,-70.4559
Dixmont,ME,44.68035,-69.16282
Dover-Foxcroft,ME,45.18339,-69.22699
East Machias,ME,44.73924,-67.38999
East Millinocket,ME,45.62755,-68.57448
Easton,ME,46.64115,-67.90947
Eastport,ME,44.90449,-66.98438
Eddington,ME,44.82618,-68.69337
Edgecomb,ME,43.95841,-69.6306
Eliot,ME,43.15314,-70.80006
Ellsworth,ME,44.54341,-68.41946
Enfield,ME,45.24894,-68.56836
Etna,ME,44.8209,-69.11115
Fairfield,ME,44.5884,-69.59866
Falmouth,ME,43.72953,-70.24199
Falmouth Foreside,ME,43.7348,-70.20783
Farmingdale,ME,44.24451,-69.77143
Farmington,ME,44.67062,-70.15117
Fayette,ME,44.40896,-70.03367
Fort Fairfield,ME,46.77227,-67.83391
Fort Kent,ME,47.25865,-68.58949
Frankfort,ME,44.6098,-68.8767
Franklin,ME,44.58702,-68.23224
Freeport,ME,43.85702,-70.10311
Frenchville,ME,47.28087,-68.37976
Friendship,ME,43.98369,-69.33394
Fryeburg,ME,44.01646,-70.98062
Gardiner,ME,44.23007,-69.77532
Garland,ME,45.0384,-69.16032
Gorham,ME,43.67952,-70.44422
Gouldsboro,ME,44.47841,-68.03834
Greenbush,ME,45.08034,-68.65086
Greene Village,ME,44.18979,-70.14033
Greenville,ME,45.45949,-69.59061
Hallowell,ME,44.2859,-69.79088
Hampden,ME,44.74478,-68.83769
Hancock,ME,44.52924,-68.25363
Harpswell Center,ME,43.80175,-69.98421
Harrison,ME,44.11035,-70.67923
Hartford,ME,44.37284,-70.34673
Hebron,ME,44.19813,-70.40645
Hermon,ME,44.81007,-68.91337
Hiram,ME,43.87868,-70.8034
Hodgdon,ME,46.05394,-67.86668
Holden,ME,44.75285,-68.67892
Hollis Center,ME,43.60508,-70.59311
Houlton,ME,46.12616,-67.8403
Howland,ME,45.23867,-68.66364
Hudson,ME,45.00118,-68.88059
Jay,ME,44.50395,-70.21617
Jefferson,ME,44.20674,-69.45254
Jonesport,ME,44.53286,-67.59833
Kenduskeag,ME,44.91951,-68.9317
Kennebunk,ME,43.38397,-70.54478
Kennebunkport,ME,43.36175,-70.47672
Kingfield,ME,44.95922,-70.15395
Kittery Point,ME,43.08299,-70.71009
Kittery,ME,43.08814,-70.73616
Lake Arrowhead,ME,43.66369,-70.73478
Lebanon,ME,43.39453,-70.85089
Leeds,ME,44.3034,-70.1195
Levant,ME,44.86924,-68.93476
Lewiston,ME,44.10035,-70.21478
Limerick,ME,43.68841,-70.79367
Limestone,ME,46.90866,-67.82585
Limington,ME,43.73174,-70.71089
Lincoln,ME,45.36228,-68.50502
Lincolnville,ME,44.28119,-69.00865
Lisbon,ME,44.03146,-70.1045
Lisbon Falls,ME,43.99619,-70.06061
Livermore,ME,44.38396,-70.24922
Livermore Falls,ME,44.47534,-70.18811
Lovell,ME,44.12674,-70.89173
Machias,ME,44.71508,-67.46138
Machiasport,ME,44.69869,-67.39471
Madawaska,ME,47.35532,-68.32171
Madawaska,ME,46.88421,-67.94725
Madison,ME,44.79756,-69.87978
Manchester,ME,44.32451,-69.86033
Mechanic Falls,ME,44.11174,-70.39172
Medway,ME,45.60894,-68.53086
Mexico,ME,44.5609,-70.54534
Milbridge,ME,44.53536,-67.88083
Milford,ME,44.94618,-68.64392
Millinocket,ME,45.65727,-68.70976
Milo,ME,45.25366,-68.98587
Minot,ME,44.08563,-70.32006
Monmouth,ME,44.23868,-70.03561
Mount Vernon,ME,44.50118,-69.98756
New Gloucester,ME,43.96285,-70.28255
New Sharon,ME,44.63895,-70.01561
Newport,ME,44.83534,-69.27394
Newfield,ME,43.64813,-70.84701
Nobleboro,ME,44.07952,-69.48505
Norridgewock,ME,44.71312,-69.79061
North Bath,ME,43.9348,-69.81588
North Berwick,ME,43.3037,-70.73339
North Windham,ME,43.83424,-70.43839
Northport,ME,44.33786,-68.96142
Norway,ME,44.21396,-70.54478
Oakland,ME,44.54034,-69.72199
Ogunquit,ME,43.24898,-70.59922
Old Orchard Beach,ME,43.51731,-70.37755
Old Town,ME,44.93423,-68.64531
Orland,ME,44.57035,-68.73586
Orono,ME,44.88312,-68.67198
Orrington,ME,44.73118,-68.82643
Owls Head,ME,44.0823,-69.05726
Oxford,ME,44.13174,-70.49311
Palermo,ME,44.40785,-69.47393
Palmyra,ME,44.84645,-69.35866
Paris,ME,44.25979,-70.50062
Parsonsfield,ME,43.72702,-70.92868
Patten,ME,45.99644,-68.44614
Penobscot,ME,44.46452,-68.71114
Peru,ME,44.50673,-70.40534
Phippsburg,ME,43.82064,-69.81477
Pittsfield,ME,44.78256,-69.38338
Pittston,ME,44.22174,-69.7556
Plymouth,ME,44.76729,-69.21033
Poland,ME,44.06063,-70.39367
Porter,ME,43.79591,-70.93256
Portland,ME,43.65737,-70.2589
Presque Isle,ME,46.68115,-68.01586
Randolph,ME,44.23035,-69.76671
Raymond,ME,43.90146,-70.47033
Readfield,ME,44.38785,-69.96672
Richmond,ME,44.0873,-69.79893
Rockport,ME,44.18452,-69.07615
Rome,ME,44.58506,-69.86922
Rumford,ME,44.55367,-70.5509
Sabattus,ME,44.1198,-70.10755
Saco,ME,43.50092,-70.44283
Saint Albans,ME,44.91006,-69.41005
Saint George,ME,44.01647,-69.19893
Sanford,ME,43.43925,-70.77422
Sangerville,ME,45.16478,-69.35644
Scarborough,ME,43.57814,-70.32172
Searsmont,ME,44.36174,-69.19504
Sedgwick,ME,44.30369,-68.61614
Shapleigh,ME,43.54064,-70.84812
Sidney,ME,44.41312,-69.72893
Skowhegan,ME,44.76506,-69.71922
South Berwick,ME,43.23453,-70.8095
South Eliot,ME,43.10814,-70.77755
South Paris,ME,44.22368,-70.51339
South Portland,ME,43.64147,-70.24088
South Portland Gardens,ME,43.63897,-70.31533
South Sanford,ME,43.41119,-70.74256
South Thomaston,ME,44.05147,-69.12782
South Windham,ME,43.73619,-70.42366
Springvale,ME,43.46675,-70.79367
Steep Falls,ME,43.79397,-70.65256
Stetson,ME,44.89173,-69.14282
Steuben,ME,44.51098,-67.96662
Stockton Springs,ME,44.48952,-68.85698
Stonington,ME,44.15619,-68.66669
Strong,ME,44.80756,-70.2209
Sullivan,ME,44.52036,-68.19668
Surry,ME,44.49591,-68.50169
Swanville,ME,44.52119,-68.99781
Thomaston,ME,44.07897,-69.18171
Topsham,ME,43.92758,-69.97588
Tremont,ME,44.25369,-68.35141
Trenton,ME,44.43897,-68.37002
Troy,ME,44.66479,-69.24088
Turner,ME,44.25646,-70.25617
Van Buren,ME,47.15727,-67.9353
Vassalboro,ME,44.45923,-69.67755
Veazie,ME,44.83868,-68.70531
Vinalhaven,ME,44.04814,-68.8317
Waldoboro,ME,44.09536,-69.3756
Warren,ME,44.12036,-69.24005
Washington,ME,44.27369,-69.36727
Waterboro,ME,43.53564,-70.71506
Waterville,ME,44.55201,-69.63171
Wayne,ME,44.34868,-70.06616
Wells Beach Station,ME,43.32397,-70.59144
West Paris,ME,44.32423,-70.57395
West Scarborough,ME,43.57036,-70.38783
Westbrook,ME,43.67703,-70.37116
Whitefield,ME,44.17007,-69.62532
Wilton,ME,44.59284,-70.22812
Windsor,ME,44.31063,-69.5806
Winslow,ME,44.54701,-69.62116
Winterport,ME,44.63785,-68.84504
Winthrop,ME,44.30507,-69.977
Wiscasset,ME,44.00286,-69.6656
Woolwich,ME,43.91869,-69.80116
Yarmouth,ME,43.80064,-70.18672
York Beach,ME,43.17148,-70.60894
York Harbor,ME,43.13676,-70.64561
Adrian,MI,41.89755,-84.03717
Albion,MI,42.2431,-84.75303
Algonac,MI,42.61858,-82.5323
Allegan,MI,42.5292,-85.8553
Allen Park,MI,42.25754,-83.21104
Allendale,MI,42.97225,-85.95365
Alma,MI,43.37892,-84.65973
Almont,MI,42.92058,-83.04493
Alpena,MI,45.06168,-83.43275
Ann Arbor,MI,42.27756,-83.74088
Argentine,MI,42.79142,-83.84634
Armada,MI,42.8442,-82.88437
Athens,MI,42.08866,-85.23471
Atlantic Mine,MI,47.09715,-88.62762
Au Sable,MI,44.41085,-83.33219
Auburn,MI,43.60336,-84.0697
Auburn Hills,MI,42.68753,-83.2341
Avoca,MI,43.06197,-82.69104
Bad Axe,MI,43.80196,-83.00078
Baldwin,MI,43.90112,-85.85173
Bangor,MI,42.31254,-86.11308
Baraga,MI,46.77854,-88.48902
Bath,MI,42.81864,-84.44859
Battle Creek,MI,42.3173,-85.17816
Bay City,MI,43.59447,-83.88886
Beaverton,MI,43.88225,-84.48473
Beecher,MI,43.09003,-83.6944
Beechwood,MI,42.79697,-86.12588
Belding,MI,43.09781,-85.22891
Bellaire,MI,44.98028,-85.21117
Belleville,MI,42.20476,-83.48521
Bellevue,MI,42.44337,-85.01805
Belmont,MI,43.07558,-85.6092
Benton Harbor,MI,42.11671,-86.45419
Benton Heights,MI,42.13115,-86.40724
Berkley,MI,42.50309,-83.18354
Berrien Springs,MI,41.94643,-86.3389
Bessemer,MI,46.48134,-90.05295
Beverly Hills,MI,42.52392,-83.22326
Big Rapids,MI,43.69808,-85.48366
Bingham Farms,MI,42.51587,-83.27326
Birch Run,MI,43.25086,-83.79413
Birmingham,MI,42.5467,-83.21132
Blissfield,MI,41.83255,-83.86244
Bloomfield Hills,MI,42.58364,-83.24549
Boyne City,MI,45.21668,-85.01394
Breckenridge,MI,43.40808,-84.475
Bridgeport,MI,43.35947,-83.88164
Bridgman,MI,41.9431,-86.55697
Brighton,MI,42.52948,-83.78022
Bronson,MI,41.87227,-85.1947
Brooklyn,MI,42.10587,-84.24828
Brown City,MI,43.21225,-82.98966
Brownlee Park,MI,42.31893,-85.14249
Buchanan,MI,41.82727,-86.36112
Buena Vista,MI,43.4203,-83.89858
Burt,MI,43.23669,-83.90636
Burton,MI,42.99947,-83.61634
Byron Center,MI,42.81225,-85.72281
Cadillac,MI,44.25195,-85.40116
Caledonia,MI,42.7892,-85.51669
Canadian Lakes,MI,43.57919,-85.3017
Canton,MI,42.30865,-83.48216
Capac,MI,43.01253,-82.92799
Carleton,MI,42.05921,-83.39077
Caro,MI,43.49073,-83.39885
Carrollton,MI,43.45864,-83.93025
Carson City,MI,43.17698,-84.84639
Cass City,MI,43.60085,-83.17467
Cassopolis,MI,41.91171,-86.01001
Cedar Springs,MI,43.22336,-85.55142
Center Line,MI,42.48504,-83.0277
Centreville,MI,41.92338,-85.52832
Charlevoix,MI,45.31806,-85.2584
Charlotte,MI,42.56365,-84.83582
Cheboygan,MI,45.64696,-84.47448
Chelsea,MI,42.31807,-84.02181
Chesaning,MI,43.18475,-84.11497
Clare,MI,43.81947,-84.76863
Clarkston,MI,42.73586,-83.41883
Clawson,MI,42.53337,-83.14632
Clinton,MI,42.07199,-83.97161
Clinton Township,MI,42.58698,-82.91992
Clio,MI,43.17753,-83.73413
Coldwater,MI,41.94033,-85.00052
Coleman,MI,43.75669,-84.58584
Coloma,MI,42.18615,-86.30836
Colon,MI,41.95838,-85.32498
Comstock Park,MI,43.03864,-85.67003
Concord,MI,42.17782,-84.64302
Constantine,MI,41.84116,-85.6686
Coopersville,MI,43.06391,-85.93477
Corunna,MI,42.98197,-84.11775
Croswell,MI,43.27558,-82.62104
Crystal Falls,MI,46.09801,-88.33402
Cutlerville,MI,42.84086,-85.66364
Davison,MI,43.03475,-83.51801
DeWitt,MI,42.84226,-84.56915
Dearborn,MI,42.32226,-83.17631
Dearborn Heights,MI,42.33698,-83.27326
Decatur,MI,42.1081,-85.97446
Detroit,MI,42.33143,-83.04575
Detroit Beach,MI,41.93116,-83.32688
Dexter,MI,42.33834,-83.88954
Dimondale,MI,42.64559,-84.64887
Dollar Bay,MI,47.11965,-88.51151
Douglas,MI,42.64336,-86.20059
Dowagiac,MI,41.98421,-86.10862
Dundee,MI,41.95727,-83.65966
Durand,MI,42.91198,-83.98468
East Grand Rapids,MI,42.94114,-85.61003
East Jordan,MI,45.15806,-85.12423
East Lansing,MI,42.73698,-84.48387
East Tawas,MI,44.27946,-83.49025
Eastpointe,MI,42.46837,-82.95547
Eastwood,MI,42.3031,-85.55028
Eaton Rapids,MI,42.5092,-84.65581
Ecorse,MI,42.24448,-83.14576
Edgemont Park,MI,42.7467,-84.59359
Edmore,MI,43.40809,-85.03863
Edwardsburg,MI,41.7956,-86.08084
Elk Rapids,MI,44.89556,-85.41646
Escanaba,MI,45.74525,-87.06458
Essexville,MI,43.6153,-83.84192
Evart,MI,43.90058,-85.2581
Fair Plain,MI,42.08699,-86.45586
Farmington,MI,42.46448,-83.37632
Farmington Hills,MI,42.48531,-83.37716
Fennville,MI,42.59392,-86.1017
Fenton,MI,42.79781,-83.70495
Ferndale,MI,42.46059,-83.13465
Ferrysburg,MI,43.08446,-86.22033
Flat Rock,MI,42.09643,-83.29187
Flint,MI,43.01253,-83.68746
Flushing,MI,43.06308,-83.85107
Forest Hills,MI,42.95947,-85.48975
Fowler,MI,43.0017,-84.73972
Fowlerville,MI,42.66059,-84.07301
Frankenmuth,MI,43.33169,-83.73802
Frankfort,MI,44.63361,-86.23454
Franklin,MI,42.52226,-83.30604
Fraser,MI,42.5392,-82.94937
Freeland,MI,43.52503,-84.12276
Fremont,MI,43.46752,-85.942
Fruitport,MI,43.13196,-86.15478
Galesburg,MI,42.28865,-85.41806
Garden City,MI,42.32559,-83.33104
Gaylord,MI,45.02751,-84.67475
Gibraltar,MI,42.09504,-83.18965
Gladstone,MI,45.85274,-87.0218
Gladwin,MI,43.98085,-84.4864
Goodrich,MI,42.91697,-83.50634
Grand Blanc,MI,42.92753,-83.62995
Grand Haven,MI,43.06307,-86.22839
Grand Ledge,MI,42.75337,-84.74638
Grand Rapids,MI,42.96336,-85.66809
Grandville,MI,42.90975,-85.76309
Grass Lake,MI,42.25087,-84.21301
Grayling,MI,44.6614,-84.71475
Greenville,MI,43.17753,-85.2528
Greilickville,MI,44.78306,-85.63869
Grosse Ile,MI,42.12921,-83.14437
Grosse Pointe,MI,42.38615,-82.91186
Grosse Pointe Farms,MI,42.4092,-82.89186
Grosse Pointe Park,MI,42.37587,-82.93742
Grosse Pointe Shores,MI,42.4367,-82.87686
Grosse Pointe Woods,MI,42.44365,-82.90686
Gwinn,MI,46.28106,-87.44097
Hamtramck,MI,42.39282,-83.04964
Hancock,MI,47.12687,-88.58096
Harbor Beach,MI,43.84474,-82.65132
Harbor Springs,MI,45.43168,-84.992
Harper Woods,MI,42.43309,-82.92408
Harrison,MI,44.01919,-84.79947
Hart,MI,43.69834,-86.36397
Hartford,MI,42.20671,-86.16669
Harvey,MI,46.49466,-87.35431
Haslett,MI,42.74698,-84.40108
Hastings,MI,42.64587,-85.29084
Hazel Park,MI,42.46254,-83.10409
Hemlock,MI,43.41475,-84.23054
Highland Park,MI,42.40559,-83.09687
Hillsdale,MI,41.92005,-84.63051
Holland,MI,42.78752,-86.10893
Holly,MI,42.79197,-83.62773
Holt,MI,42.64059,-84.51525
Homer,MI,42.14588,-84.80886
Houghton,MI,47.12187,-88.56901
Houghton Lake,MI,44.31474,-84.76475
Howard City,MI,43.39558,-85.46782
